Rank,WinRate,Games,KDA,AVG_kills,AVG_deaths,AVG_assists,Creep_Score,Damage,Gold,Multi_KillChallenger,57,171,4.02,6.9,3.2,6.1,170.0,17725,10805,110
Master,60,111,1.59,6.4,7.1,4.8,198.7,22010,12079,69
Grandmaster,57,183,3.4,5.7,3.9,7.6,170.2,19841,10545,77
Unranked,51,277,2.96,1.6,5.0,13.3,30.5,5999,7288,12
Platinum,77,34,3.43,5.5,3.9,8.0,219.5,20168,12042,26
Master,52,207,1.96,4.7,5.5,6.0,174.3,18063,10761,87
Grandmaster,54,212,2.3,7.7,5.9,5.9,172.3,19979,11110,198
Master,58,206,4.85,2.2,3.3,13.8,28.5,8039,7745,12
Master,56,267,2.3,7.8,5.9,5.7,186.5,22119,11831,259
Grandmaster,60,290,2.55,7.9,5.4,5.8,201.1,19112,12391,337
Master,51,105,2.44,8.0,5.6,5.7,215.3,18104,12610,141
Master,64,69,2.38,4.8,5.3,7.9,164.7,19027,10541,30
Unranked,60,103,4.06,7.9,4.3,9.4,173.5,17891,12173,86
Diamond,60,77,3.6,6.2,4.7,10.8,101.1,18232,10264,34
Master,56,104,2.32,6.5,5.0,5.2,196.4,17743,11436,87
Master,51,289,2.98,7.8,4.9,6.8,157.6,16802,11230,280
Master,67,58,4.56,2.4,3.3,12.8,23.6,11801,8364,10
Master,60,94,2.56,6.7,5.0,6.1,193.9,18847,11441,106
Unranked,57,89,1.9,10.8,8.9,6.1,178.1,22490,12897,249
Master,60,561,2.52,7.5,5.5,6.4,212.2,24987,12286,704
Master,51,247,2.1,6.4,5.5,5.2,177.9,18457,11149,136
Master,63,126,3.42,1.5,5.0,15.5,33.4,5009,7386,7
Master,57,290,2.21,5.9,5.2,5.6,166.1,18781,11228,200
Master,63,38,2.73,6.7,4.5,5.5,159.6,18521,10490,28
Grandmaster,60,191,3.99,4.6,4.2,11.9,140.2,17976,10734,92
Master,56,61,2.93,7.6,5.6,8.8,155.1,20048,11838,63
